uf$vxTpp%e, 6.1315,50.578,43.2844
6kyPH#5EJu, 92.9327,4.263,97.7034
^Ha%COawPY, 61.8685,68.0826,41.0948
K#Xse7wzoF, 36.8654,72.7553,36.0642
WPwNua3CJv, 99.052,25.0061,91.052
&EZoJhZ^Kb, 60.1896,51.8685,16.1468
gL0zE!$L$B, 12.4251,28.6269,52.0979
ZjnbnEJmWY, 74.3333,94.8196,47.3333
QMVxcf%5M5, 45.2875,48.159,29.8869
FMgYhjToey, 25.6514,6.61162,60.107
%f3*8M936S, 17.7615,88.3976,67.5963
nvY#LQPYlO, 61.5719,78.4434,17.9572
Be!&LTys@6, 73.474,7.44954,30.8502
3ef763qcCb, 57.7431,9.29664,21.5382
q2kG2WLmWx, 3.23853,11.633,19.4801
hV131Ux!3*, 19.5994,17.3761,46.7737
7AM9mfho2R, 14.2171,61.3547,16.2446
IRL2&K*i%q, 69.2813,16.9847,90.9725
xqYFrIZT7A, 50.4648,81.0183,32.4679
oJzIpYkgVp, 55.2232,80.9235,10.5046
WpS*#7Lfke, 45.2538,69.9021,78.0214
U5QSfzapKd, 80.7339,27.8226,45.2018
YqsKWMS#G%, 18.3517,92.5749,44.8716
FRcxTHED9y, 43.1162,77.1498,34.2752
kDhk*P^IA%, 12.7768,90.0367,6.25688
VnYSWbKQRl, 42.1162,26.6239,74.4832
&aEyvXAP@j, 46.6728,12.0214,56.6422
4!tvtUhDW^, 39.2752,28.7339,29.1498
zFTLap5C4g, 0.030581,35.0765,22.6728
kDe@hu5wNb, 68.4618,92.6483,20.737
h%@UW0mtu3, 28.7462,15.9817,18.2477
cQyDw!I&bz, 1.06728,23.315,3.32416
@MvGb1pqPG, 54.5719,54.63,54.2844
a05MWDZUKI, 89.8899,59.0306,61.0887
Us56Z1T6Vm, 98.1621,96.5535,27.4404
jv9hMp&q5Y, 44.5046,55.4159,97.9633
Y&WxxcAyTM, 41.7156,34.7278,42.9878
w2WrsyZqlq, 71.7982,67.208,9.07951
fVbp3IvB0o, 15.7492,59.055,47.8685
!lB#q$r3aU, 14.3639,25.9021,50.1651
MC5jqkq&bg, 40.7401,75.208,29.1009
$GsPxB4vHV, 6.65443,2.82263,67.4954
X!KJfg5dNN, 2.70642,91.4954,16.9878
n#1EfxozxR, 98.8532,14.896,40.2263
v!S%NcZQba, 46.8593,43.4679,99.6575
^8V#UGPCw&, 31.2446,58.3731,4.71865
79@iMK6YXI, 4.28746,29.9511,58.2783
q5PHuU!G8$, 61.9235,92.1651,20.3456
jDvrvP$C$Q, 96.9541,61.6483,41.7523
N*IV%Sk6nc, 71.2599,8.24771,89.5719
Y2t3Wl$lCV, 30.107,3.57187,61.8654
ssq%DXfCQR, 27.4159,81.5535,83.1804
u#h!0DCWcX, 83.0948,26.3272,94.4404
@ssGo24B@z, 68.5443,42.6269,55.107
$$yWHQ3gWk, 58.5994,82.3945,52.1713
7SBjODTSc*, 87.5535,46.6147,69.633
0jK*%VHiW^, 71.2355,17.792,34.1376
O115@0j*wu, 92.6544,44.4832,27.5963
22wE6Y4sUJ, 47.3486,8.33639,5.33639
p@SQ4LMRfE, 66.6055,10.0092,72.4465
7SQ!Ridm28, 88.5443,98.8532,91.2997
5YkjunObPr, 89.3853,55.9174,91.9419
*OR2$e$^K&, 39.9205,39.6453,34.0673
MtEv@Tyf0u, 19.1193,74.7278,34.9908
MsDBHtpCYb, 96.4342,57.4801,31.5046
9pAhRsyeZB, 71.0122,20.581,24.8379
a22&&#Knhq, 9.05199,81.0275,3.48318
5fhN4qc0GK, 87.9266,60.8838,1.6055
yH!uq9kuzA, 14.7095,98.4954,99.1651
OJjb!ODEpq, 100.064,45.2997,75.5994
EVjPtRxar@, 28.0703,33.7187,96.8165
WaYidt9ecO, 0.672783,26.5872,20.5382
SURjSN9O1M, 12.8593,32.3119,56.7095
uBKCuuU*$s, 69.737,69.2691,17.0275
*^V6MU7O3&, 9.55352,40.8165,91.8899
FcgiEBbwzh, 36.7768,85.211,53.3272
UPxApDBLFE, 31.9633,70.37,17.526
T3xEqsi0LQ, 35.6483,83.8287,51.9052
vcitDE9kgu, 3.99083,54.8532,69.6942
!shqnZdlN%, 35.841,85.8349,94.211
4mKg#Ay8@*, 56.0367,73.7676,6.92355
XhQJ1yiXpK, 99.9878,91.6973,95.9817
oNRyl!I@Bh, 96.9602,8.38226,15.3609
6Os7ciknuk, 83.159,74.422,51.7278
d1nnTHodrc, 96.2263,64.107,45.4801
ucy7ilglW$, 1.49235,46.8593,20.9908
m6rF^Z0pUc, 95.9664,14.5107,30.7951
1NB#i2qwnj, 44.6086,98.3639,97.107
Y&S1atx$$f, 3.7737,45.5994,93.9969
wJUIeml8zo, 17.7309,66.2905,84.1346
g2WdcAQuA8, 49.6361,74.3884,22.156
NvxJFg&5eY, 83.4495,71.4832,29.5749
Ci^UZtS9Y$, 79.3333,43.4281,51.1254
gsmVvv&xMc, 26.2416,52.3884,19.1131
cZtkWe#z@E, 86.7982,21.3639,80.4006
##WKsYxQKv, 32.7798,65.9235,66.6575
mi1ody7jYD, 89.367,10.8135,44.7462
hBc*ftvSTx, 34.5658,19.3853,23.422
^EMffWQZNR, 16.9969,80.6391,17.2997
kXmj^KoUG2, 56.7676,44.4618,6.33945
BsKy*7%H!&, 62.1927,8.66972,5.66667
gPUv0UWqZ2, 27.7768,62.1988,12.578
h7na9*1IeR, 85.9113,68.5138,76.7339
!saqo5xPM3, 73.6024,0.896024,71.0153
BqzVtj$uoX, 73.5229,9.72783,67.4281
1^mM3OP2th, 38.581,58.5076,75.4771
EMNIe52jIr, 20.4251,15.0642,81.2416
p501&Z3P7p, 72.6544,23.1346,79.4037
XkPSEOC1Pj, 89.3823,31.6116,79.3242
u0D9vO9bRL, 92.3119,46.6453,4.58716
aeISQDJE5C, 61.5749,33.9083,35.6483
l*3Pqop0#c, 1.27217,44.104,56.0367
w6d8q1bez%, 82.4098,50.9602,77.0734
V8!MoEmMSo, 30.0275,67.4373,33.5076
NZ^eWvBdri, 17.844,18.3609,49.0642
o$yP615hWt, 51.0275,97.8165,26.7462
E46snsg$&^, 86.5382,2.22936,98.4006
Ko$%osOD0h, 64.5505,11.6728,54.4281
j*ky8N0jW&, 37.0183,94.0581,91.8471
GH%0UaLkev, 18.8165,44.0428,5.3578
73SAa2YyVs, 5.24465,14.7554,85.7462
&FxeyAkG7f, 68.4679,65.1621,49.1896
eG7yke1P5i, 30.9511,2.34557,54.1865
Lknrh3bC8M, 75.737,79.9908,24.4495
vownT3wZa3, 40.8196,89.4067,67.0642
E1E6hIrHq&, 52.263,88.4434,8.56575
ag7*^l$kj$, 48.5535,48.0612,21.737
y!skl5^hqU, 15.844,0.35474,12.8165
u9*#dp^135, 56.7829,69.8532,54.2049
RkprsGqze7, 32.0428,26.2049,69.3884
7c1#xpY0%V, 34.4373,82.4954,32.4098
4VuEF6V6^%, 19.1651,27.2141,74.0245
svctntiiRX, 43.5596,11.6911,50.3211
icXuSKTJ90, 41.4801,84.367,45.8991
neeOtMP$A6, 66.0979,56.9939,31.3976
W#m4Lg@#Gv, 1.0581,68.9266,66.7706
msH8^e#tSo, 99.7492,0.623853,6.57798
rv*%0KcPGV, 90.7278,64.208,87.0795
VWeUpV1nE6, 8.0367,20.9205,90.2661
